201841019525  	-1.7080	-4.3920	0.7930	
201841019526  	-2.9890	-5.1850	-2.6840	
201841019526  	-17.2020	-6.2830	2.1960	
201841019526  	-3.7210	-4.8800	-1.9520	
201841019526  	-7.5640	-4.3310	-2.6230	
201841019526  	-43.9200	-27.3280	-15.3110	
201841019526  	73.7490	38.0640	-2.0130	
201841019526  	-21.5330	10.0650	2.3790	
201841019526  	25.6200	57.6450	-4.5140	
201841019526  	20.7400	-23.1190	14.0910	
201841019526  	-8.4790	21.8380	13.9080	
201841019527  	-68.3810	-5.9780	85.6440	
201841019527  	-64.9040	-27.6940	41.9680	
201841019527  	-49.9590	-36.1730	-6.7100	
201841019527  	-11.8950	-38.6740	-21.7160	
201841019527  	3.5380	-32.2080	-5.4290	
201841019527  	6.8930	-33.1230	-3.7820	
201841019527  	-3.0500	-23.0580	14.2740	
201841019527  	-16.0430	-11.7120	16.3480	
201841019527  	-16.1040	-5.4290	13.0540	
201841019527  	-9.4550	-4.3310	6.7100	
201841019528  	-6.6490	-5.3070	1.6470	
201841019528  	-6.5880	-5.5510	-5.5510	
201841019528  	-5.3680	-4.5140	-1.7690	
201841019528  	-3.0500	-3.9650	-1.4030	
201841019528  	-1.5250	-0.6100	1.6470	
201841019528  	-4.4530	-3.0500	1.9520	
201841019528  	-0.7930	-1.8910	-1.8300	
201841019528  	-4.0260	-2.5620	-3.5990	
201841019528  	-2.0740	0.6100	-5.4900	
201841019528  	-3.3550	-0.9760	-4.4530	
201841019529  	-5.0630	-2.5010	-6.0390	
201841019529  	-3.5380	-4.8800	-6.2220	
201841019529  	9.0890	6.2220	-0.3050	
201841019529  	-3.9040	-8.9670	-4.6360	
201841019529  	-9.2720	-8.2960	-6.7710	
201841019529  	-0.7320	-4.8800	-5.9170	
201841019529  	-4.0870	-6.1000	-2.4400	
201841019529  	-5.4290	-7.5030	-4.6360	
201841019529  	-3.5990	-4.6360	-3.9650	
201841019529  	-5.1850	-4.6970	-4.5750	
2018410195210  	-4.3920	-2.5620	-1.0980	
2018410195210  	-3.6600	-2.0740	-2.3180	
2018410195210  	-2.8670	-4.5750	-3.2940	
2018410195210  	-3.7210	-3.4160	-3.1110	
2018410195210  	-4.5750	-4.5750	-3.4160	
2018410195210  	-5.8560	-3.1110	-3.8430	
2018410195210  	-4.2700	-3.3550	-4.0260	
2018410195210  	-4.8800	-3.6600	-2.9280	
2018410195210  	-3.9650	-4.7580	-4.4530	
2018410195210  	-4.3310	-5.3070	-3.1720	
2018410195211  	-3.9040	-3.3550	-2.5620	
2018410195211  	-2.8670	-2.8060	-2.6230	
2018410195211  	-3.2940	-4.0870	-1.3420	
2018410195211  	-4.6970	-6.8320	-2.2570	
2018410195211  	-3.5380	-4.1480	-3.2330	
2018410195211  	-2.5620	-4.8800	-3.2330	
2018410195211  	-2.6840	-4.9410	-2.9280	
2018410195211  	-4.1480	-5.3070	-2.8670	
2018410195211  	-5.0630	-4.6360	-4.2090	
2018410195211  	-3.4160	-3.1720	-2.4400	
2018410195212  	-3.2330	-2.9280	-2.9280	
2018410195212  	-4.2090	-4.9410	-4.5140	
2018410195212  	-5.2460	-4.0870	-3.1110	
2018410195212  	-6.1000	-3.7820	-4.8800	
2018410195212  	-4.2700	-3.8430	-0.6100	
2018410195212  	1.2200	-4.3920	-0.0610	
2018410195212  	83.5700	54.7170	9.3940	
2018410195212  	56.9130	71.3700	17.8730	
2018410195212  	37.3320	30.0730	30.0730	
2018410195212  	-38.0030	35.9900	-11.3460	
2018410195213  	-61.3660	41.8460	-44.2860	
2018410195213  	-70.9430	97.7830	-72.5900	
2018410195213  	-3.0500	45.3840	-57.3400	
2018410195213  	7.5030	-16.7140	-23.7900	
2018410195213  	-16.1040	-45.9940	-37.9420	
2018410195213  	-35.3190	-68.4420	-42.8830	
2018410195213  	-43.9200	-59.5360	-19.3980	
2018410195213  	-35.1970	-34.9530	11.2240	
2018410195213  	-7.0760	3.4160	14.6400	
2018410195213  	24.0340	8.6620	2.8670	
2018410195214  	16.2260	2.3180	2.9280	
2018410195214  	18.0560	-2.8670	1.3420	
2018410195214  	0.6100	-5.3680	-2.9890	
2018410195214  	-9.4550	-10.2480	2.0740	
2018410195214  	-10.9190	-16.5920	5.4900	
2018410195214  	-1.2200	-8.3570	5.3070	
2018410195214  	0.4270	-2.6840	11.1020	
2018410195214  	38.5520	-18.2390	16.4700	
2018410195214  	13.1760	-6.7710	11.8950	
2018410195214  	-5.1240	-4.2090	11.7120	
2018410195215  	4.5140	-4.0260	3.9650	
2018410195215  	3.6600	-5.3070	0.3660	
2018410195215  	-4.0260	-8.7230	2.0740	
2018410195215  	-6.2220	-22.3260	6.1610	
2018410195215  	-28.2430	-57.4010	9.3940	
2018410195215  	-50.2640	-22.4480	-18.5440	
2018410195215  	-37.6370	-7.5640	-11.0410	
2018410195215  	-28.2430	45.0180	33.7940	
2018410195215  	-12.0780	27.4500	-7.0760	
2018410195215  	-3.6600	21.5940	-7.0760	
2018410195216  	16.4090	-3.1720	3.2330	
2018410195216  	23.2410	21.5940	25.6200	
2018410195216  	16.7750	31.6590	40.2600	
2018410195216  	-0.3660	-3.1720	11.2240	
